"Dstat 0.8.0 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","node-0.2node-bare.cs740-uwmadison-pg0.wisc.cloudlab.us",,,,"User:","sarthi"
"Cmdline:","dstat -t --cpu --mem --disk --io --net --int --sys --tcp --top-io --noheaders --nocolor --output /mnt/Work/FlexPushdownDB-Dev/logs/ffsa_latest_2_1650916080_dstat.txt",,,,"Date:","25 Apr 2022 14:48:01 CDT"
"system","total cpu usage",,,,,"memory usage",,,,"dsk/total",,"io/total",,"net/total",,"interrupts",,,"system",,"tcp sockets",,,,,
"time","usr","sys","idl","wai","stl","used","free","buff","cach","read","writ","read","writ","recv","send","157","158","159","int","csw","lis","act","syn","tim","clo"
25-04 14:53:24,0.407,0.564,99.029,0,0,7869403136,62216237056,1419743232,59688562688,0,0,0,0,9072,184,0,0,0,4285,8400,20,13,0,0,0
25-04 14:53:25,0.439,0.408,99.154,0,0,7869300736,62216339456,1419743232,59688562688,0,0,0,0,10378,66,1,1,0,4206,8474,20,13,0,0,0
25-04 14:53:26,0.720,0.626,98.591,0.063,0,7870046208,62215593984,1419743232,59688562688,0,16384,0,2,9674,296,0,0,0,4345,12274,20,13,0,0,0
25-04 14:53:27,8.101,1.376,90.522,0,0,8124407808,61961232384,1419743232,59688562688,0,0,0,0,142899302,273591064,1,1,0,9814,16180,20,13,0,0,0
25-04 14:53:28,13.782,0.717,85.469,0.031,0,8327348224,61758291968,1419743232,59688562688,0,12288,0,2,101908774,195095574,0,0,0,14177,9034,20,13,0,0,0
25-04 14:53:29,15.555,0.966,83.479,0,0,8534048768,61551562752,1419743232,59688591360,0,0,0,0,96070299,183907808,1,1,0,7417,10489,20,13,0,0,0
25-04 14:53:30,16.480,0.900,82.619,0,0,8658362368,61427232768,1419743232,59688607744,0,0,0,0,9358,66,0,0,0,5106,9624,20,13,0,0,0
25-04 14:53:31,15.397,1.425,83.147,0.031,0,8812883968,61272588288,1419743232,59688730624,0,20480,0,2,12702,328,1,1,0,9519,17204,20,13,0,0,0
25-04 14:53:32,15.439,0.619,83.942,0,0,8943935488,61141491712,1419743232,59688775680,0,0,0,0,9672,220,0,0,0,8862,7981,20,13,0,0,0
25-04 14:53:33,15.812,0.994,83.131,0.062,0,9094692864,60990734336,1419743232,59688775680,0,12288,0,2,10986,110,1,1,0,8878,6748,20,13,0,0,0
25-04 14:53:34,15.413,1.678,82.909,0,0,9287962624,60797329408,1419743232,59688910848,0,0,0,0,9138,286,0,0,0,33714,22669,20,13,0,0,0
25-04 14:53:35,9.972,0.623,89.405,0,0,9321820160,60763455488,1419743232,59688927232,0,0,0,0,11518,66,1,1,0,9897,8828,20,13,0,0,0
25-04 14:53:36,10.730,0.588,88.652,0.031,0,9357283328,60727992320,1419743232,59688927232,0,20480,0,2,10556,362,0,0,0,11705,7972,20,13,0,0,0
25-04 14:53:37,10.291,0.527,89.182,0,0,9392095232,60693180416,1419743232,59688927232,0,0,0,0,10812,220,1,1,0,11062,6482,20,13,0,0,0
25-04 14:53:38,10.566,1.032,88.371,0.031,0,9427570688,60657704960,1419743232,59688927232,0,12288,0,2,8406,110,0,0,0,12004,14433,20,13,0,0,0
25-04 14:53:39,9.637,0.407,89.956,0,0,9476997120,60608266240,1419743232,59688939520,0,8192,0,2,11772,184,1,1,0,11773,6542,20,13,0,0,0
25-04 14:53:40,9.412,0.969,89.619,0,0,9546629120,60538601472,1419743232,59688972288,0,0,0,0,8938,66,0,0,0,7745,10289,20,13,0,0,0
25-04 14:53:41,9.756,0.375,89.837,0.031,0,9615826944,60469403648,1419743232,59688972288,0,28672,0,2,11040,394,1,1,0,6278,6566,20,13,0,0,0
25-04 14:53:42,10.296,0.718,88.986,0,0,9687277568,60397953024,1419743232,59688972288,0,0,0,0,8886,118,0,0,0,6675,12987,20,13,0,0,0
25-04 14:53:43,9.772,0.687,89.510,0.031,0,9850327040,60234903552,1419743232,59688972288,0,12288,0,2,10626,110,1,1,0,19999,8059,20,13,0,0,0
25-04 14:53:44,14.374,0.838,84.756,0.031,0,9874870272,60210348032,1419743232,59688984576,0,118784,0,24,11892,184,0,0,0,8889,6554,20,13,0,0,0
25-04 14:53:45,16.435,0.959,82.606,0,0,10010316800,60074901504,1419743232,59688984576,0,0,0,0,10318,66,1,1,0,5366,8516,20,13,0,0,0
25-04 14:53:46,16.207,0.961,82.801,0.031,0,10203922432,59881295872,1419743232,59688984576,0,20480,0,2,10164,380,0,0,0,4747,7222,20,13,0,0,0
25-04 14:53:47,15.995,0.713,83.292,0,0,10332491776,59752710144,1419743232,59689000960,0,0,0,0,10752,220,1,1,0,5167,7249,20,13,0,0,0
25-04 14:53:48,15.951,0.498,83.520,0.031,0,10178215936,59906969600,1419743232,59689017344,0,12288,0,2,10206,110,0,0,0,5280,5931,20,13,0,0,0
25-04 14:53:49,16.868,0.959,82.173,0,0,10285883392,59799298048,1419747328,59689017344,0,49152,0,8,9978,286,1,1,0,5190,10275,20,13,0,0,0
25-04 14:53:50,16.466,0.525,83.009,0,0,10335072256,59750109184,1419747328,59689017344,0,0,0,0,9838,120,0,0,0,5296,4596,20,13,0,0,0
25-04 14:53:51,17.273,0.494,82.171,0.062,0,10373922816,59711258624,1419747328,59689017344,0,45056,0,2,11742,328,1,1,0,5257,3863,20,13,0,0,0
25-04 14:53:52,16.405,0.863,82.732,0,0,10443718656,59641462784,1419747328,59689017344,0,0,0,0,11052,220,0,0,0,37877,4417,20,13,0,0,0
25-04 14:53:53,17.077,1.200,81.692,0.031,0,10462982144,59622199296,1419747328,59689017344,0,12288,0,2,9966,110,1,1,0,57867,12657,20,13,0,0,0
25-04 14:53:54,16.174,1.109,82.717,0,0,10522288128,59562893312,1419747328,59689017344,0,0,0,0,10338,286,0,0,0,78311,8916,20,13,0,0,0
25-04 14:53:55,15.650,1.694,82.656,0,0,10603278336,59481903104,1419747328,59689017344,0,0,0,0,11518,66,1,1,0,146073,10609,20,13,0,0,0
25-04 14:53:56,15.780,1.630,82.559,0.031,0,10656219136,59428962304,1419747328,59689017344,0,16384,0,2,12626,552,0,0,0,176011,6437,20,13,0,0,0
25-04 14:53:57,16.435,1.390,82.175,0,0,10654785536,59430395904,1419747328,59689017344,0,0,0,0,10932,220,1,1,0,164591,12600,20,13,0,0,0
25-04 14:53:58,15.926,1.080,82.932,0.062,0,10622234624,59462946816,1419747328,59689017344,0,12288,0,2,11764,238,0,0,0,105923,4852,20,13,0,0,0
25-04 14:53:59,15.938,0.651,83.411,0,0,10625388544,59459792896,1419747328,59689017344,0,458752,0,3,9438,286,1,1,0,83549,12894,20,13,0,0,0
25-04 14:54:00,16.305,1.364,82.331,0,0,10654822400,59430359040,1419747328,59689017344,0,0,0,0,12064,320,0,0,0,76001,8080,20,13,0,0,0
25-04 14:54:01,15.842,2.011,82.116,0.031,0,10716344320,59368828928,1419747328,59689017344,0,32768,0,2,11862,328,1,1,0,224724,9426,20,13,0,0,0
25-04 14:54:02,16.354,1.324,82.322,0,0,10761138176,59324035072,1419747328,59689017344,0,0,0,0,11172,220,0,0,0,123500,4791,20,13,0,0,0
25-04 14:54:03,16.122,0.925,82.922,0.031,0,10798690304,59286482944,1419747328,59689017344,0,12288,0,2,9906,110,1,1,0,74470,9940,20,13,0,0,0
25-04 14:54:04,16.610,0.679,82.711,0,0,10833801216,59251372032,1419747328,59689017344,0,0,0,0,11696,27218,0,0,0,93497,5727,20,13,0,0,0
25-04 14:54:05,16.708,1.292,82,0,0,10852716544,59232456704,1419747328,59689017344,0,0,0,0,10258,66,1,1,0,135812,6827,20,13,0,0,0
25-04 14:54:06,16.065,1.172,82.732,0.031,0,10885554176,59199619072,1419747328,59689017344,0,16384,0,2,12560,362,0,0,0,97313,12588,20,13,0,0,0
25-04 14:54:07,16.882,0.924,82.193,0,0,10922262528,59162910720,1419747328,59689017344,0,0,0,0,12004,1852,1,1,0,58517,8409,20,13,0,0,0
25-04 14:54:08,16.049,1.636,82.315,0,0,10964742144,59120431104,1419747328,59689017344,0,40960,0,2,13026,110,0,0,0,91831,14266,20,13,0,0,0
25-04 14:54:09,16.405,1.016,82.579,0,0,10991022080,59094126592,1419747328,59689037824,0,0,0,0,15303,779,1,1,0,113166,5784,20,13,0,0,0
25-04 14:54:10,15.765,1.020,83.215,0,0,10965958656,59119190016,1419747328,59689037824,0,8192,0,2,12898,66,0,0,0,123555,6894,20,13,0,0,0
25-04 14:54:11,15.625,1.392,82.952,0.031,0,10935283712,59149860864,1419751424,59689037824,0,32768,0,2,13782,328,1,1,0,90382,10090,20,13,0,0,0
25-04 14:54:12,15.609,1.586,82.805,0,0,10956345344,59128766464,1419751424,59689070592,0,0,0,0,9672,274,0,0,0,124789,16606,20,13,0,0,0
25-04 14:54:13,15.786,0.963,83.188,0.062,0,10923577344,59161505792,1419751424,59689099264,0,12288,0,2,10266,110,1,1,0,12135,15399,20,13,0,0,0
25-04 14:54:14,15.717,0.778,83.505,0,0,10926374912,59158601728,1419751424,59689205760,0,0,0,0,12258,286,0,0,0,9320,12667,20,13,0,0,0
25-04 14:54:15,16.004,1.243,82.753,0,0,10866855936,59218092032,1419751424,59689234432,0,0,0,0,16288,1710,1,1,0,12876,21691,20,13,0,0,0
25-04 14:54:16,16.045,0.933,82.991,0.031,0,10878607360,59206307840,1419751424,59689267200,0,20480,0,2,10274,296,0,0,0,11315,21475,20,13,0,0,0
25-04 14:54:17,16.863,0.775,82.362,0,0,10816909312,59267837952,1419751424,59689431040,0,0,0,0,9846,220,1,1,0,20292,9507,20,13,0,0,0
25-04 14:54:18,16.471,1.236,82.262,0.031,0,10570960896,59513614336,1419751424,59689598976,0,40960,0,2,11094,1556,0,0,0,30766,24888,20,13,0,0,0
25-04 14:54:19,16.548,0.773,82.679,0,0,10451816448,59632558080,1419751424,59689795584,0,0,0,0,8424,352,1,1,0,20660,14067,20,13,0,0,0
25-04 14:54:20,16.491,1.052,82.457,0,0,10432274432,59651964928,1419751424,59689930752,0,45056,0,10,9070,1414,0,0,0,19198,23584,20,13,0,0,0
25-04 14:54:21,16.625,0.464,82.880,0.031,0,10416070656,59668013056,1419751424,59690082304,0,20480,0,2,8442,328,1,1,0,19501,14785,20,13,0,0,0
25-04 14:54:22,15.091,1.054,83.855,0,0,10424373248,59659210752,1419751424,59690569728,0,0,0,0,13794,1648,0,0,0,24633,33568,20,13,0,0,0
25-04 14:54:23,6.228,2.415,91.293,0.064,0,7873699840,62208970752,1419751424,59691458560,0,536576,0,4,327275,553761,1,1,0,67650,140239,20,13,0,0,0
25-04 14:54:24,0.845,0.751,98.404,0,0,7874428928,62208241664,1419751424,59691458560,0,0,0,0,8592,184,0,0,0,4874,13613,20,13,0,0,0
25-04 14:54:25,0.532,0.438,98.904,0.125,0,7874695168,62207975424,1419751424,59691458560,0,2506752,0,21,8640,0,1,1,0,4715,8497,20,13,0,0,0
25-04 14:54:26,0.407,0.594,98.937,0.063,0,7872839680,62209830912,1419751424,59691458560,0,118784,0,2,8524,132,0,0,0,4866,8454,20,13,0,0,0
25-04 14:54:27,0.502,0.533,98.965,0,0,7870693376,62211977216,1419751424,59691458560,0,0,0,0,10386,220,0,0,0,5055,9700,20,13,0,0,0
25-04 14:54:28,0.688,0.688,98.592,0.031,0,7870898176,62211772416,1419751424,59691458560,0,12288,0,2,7620,0,1,1,0,4998,12657,20,13,0,0,0
25-04 14:54:29,0.909,0.533,98.559,0,0,7868469248,62214201344,1419751424,59691458560,0,0,0,0,8664,450,0,0,0,5157,8036,20,13,0,0,0
25-04 14:54:30,0.345,0.407,99.248,0,0,7867166720,62215503872,1419751424,59691458560,0,0,0,0,8520,0,1,1,0,4739,7091,20,13,0,0,0
25-04 14:54:31,1.158,0.814,97.966,0.063,0,7866253312,62216409088,1419759616,59691458560,0,16384,0,2,9604,132,0,0,0,5556,14777,20,13,0,0,0
25-04 14:54:32,0.469,0.282,99.249,0,0,7865675776,62216986624,1419759616,59691458560,0,0,0,0,7806,220,1,1,0,4657,7080,20,13,0,0,0
25-04 14:54:33,1.034,0.689,98.246,0.031,0,7866130432,62216531968,1419759616,59691458560,0,12288,0,2,8948,230,0,0,0,5107,9347,20,13,0,0,0
25-04 14:54:34,0.938,0.313,98.749,0,0,7864459264,62218203136,1419759616,59691458560,0,0,0,0,9144,396,1,1,0,4904,7139,20,13,0,0,0
25-04 14:54:35,1.188,0.812,98,0,0,7862554624,62220107776,1419759616,59691458560,0,0,0,0,8880,0,0,0,0,5345,13663,20,13,0,0,0
25-04 14:54:36,0.563,0.438,98.967,0.031,0,7863603200,62219059200,1419759616,59691458560,0,16384,0,2,7444,132,1,1,0,4739,8546,20,13,0,0,0
25-04 14:54:37,0.376,0.470,99.154,0,0,7862415360,62220247040,1419759616,59691458560,0,0,0,0,7986,220,0,0,0,4712,8383,20,13,0,0,0
25-04 14:54:38,0.626,0.438,98.874,0.063,0,7861620736,62221041664,1419759616,59691458560,0,12288,0,2,9120,0,1,1,0,4813,8519,20,13,0,0,0
25-04 14:54:39,1.034,0.783,98.182,0,0,7861129216,62221533184,1419759616,59691458560,0,0,0,0,10578,294,0,0,0,5267,13266,20,13,0,0,0
25-04 14:54:40,1.126,0.657,98.217,0,0,7857831936,62224830464,1419759616,59691458560,0,0,0,0,10980,0,1,1,0,5560,7933,20,13,0,0,0
25-04 14:54:41,0.407,0.313,99.249,0.031,0,7857614848,62225047552,1419759616,59691458560,0,16384,0,2,9724,132,0,0,0,4664,7034,20,13,0,0,0
25-04 14:54:42,0.501,0.689,98.810,0,0,7855616000,62227046400,1419759616,59691458560,0,0,0,0,8706,118,1,1,0,4891,9940,20,13,0,0,0
25-04 14:54:43,0.846,0.626,98.465,0.063,0,7853547520,62229114880,1419759616,59691458560,0,12288,0,2,10208,230,0,0,0,5092,12362,20,13,0,0,0
25-04 14:54:44,7.981,1.346,90.673,0,0,8125792256,61956870144,1419759616,59691458560,0,0,0,0,149592646,286384684,1,1,0,10440,15705,20,13,0,0,0
25-04 14:54:45,13.517,0.876,85.607,0,0,8331890688,61750755328,1419759616,59691474944,0,0,0,0,101372848,194082996,0,0,0,24070,8864,20,13,0,0,0
25-04 14:54:46,15.423,1.062,83.484,0.031,0,8510738432,61571895296,1419759616,59691487232,0,20480,0,2,96204705,184165050,1,1,0,23612,9510,20,13,0,0,0
25-04 14:54:47,16.159,0.839,83.002,0,0,8621350912,61461266432,1419759616,59691503616,0,0,0,0,10692,220,0,0,0,16085,11292,20,13,0,0,0
25-04 14:54:48,15.767,1.117,83.054,0.062,0,8785584128,61297033216,1419759616,59691503616,0,12288,0,2,10260,0,1,1,0,14609,7612,20,13,0,0,0
25-04 14:54:49,15.073,0.997,83.930,0,0,8931160064,61151289344,1419759616,59691671552,0,0,0,0,11298,294,0,0,0,26533,17099,20,13,0,0,0
25-04 14:54:50,16.061,1.274,82.665,0,0,9087512576,60994936832,1419759616,59691671552,0,0,0,0,10080,0,1,1,0,26060,12627,20,13,0,0,0
25-04 14:54:51,15.313,1.302,83.385,0,0,9283895296,60798431232,1419759616,59691790336,0,20480,0,2,12040,394,0,0,0,24856,16348,20,13,0,0,0
25-04 14:54:52,10.188,0.344,89.469,0,0,9320280064,60762013696,1419759616,59691823104,0,0,0,0,13452,220,1,1,0,18562,9773,20,13,0,0,0
25-04 14:54:53,10.317,0.559,89.062,0.062,0,9356685312,60725608448,1419759616,59691823104,0,12288,0,2,12008,230,0,0,0,17513,7812,20,13,0,0,0
25-04 14:54:54,10.461,0.996,88.543,0,0,9389920256,60692373504,1419759616,59691823104,0,0,0,0,10698,294,1,1,0,17249,12537,20,13,0,0,0
25-04 14:54:55,9.831,0.624,89.544,0,0,9427075072,60655218688,1419759616,59691823104,0,0,0,0,11940,0,0,0,0,17150,7755,20,13,0,0,0
25-04 14:54:56,10.200,0.749,89.021,0.031,0,9479516160,60602748928,1419759616,59691851776,0,36864,0,4,10934,216,1,1,0,15309,7770,20,13,0,0,0
25-04 14:54:57,10.212,0.467,89.321,0,0,9545883648,60536381440,1419759616,59691851776,0,0,0,0,12306,118,0,0,0,9166,7822,20,13,0,0,0
25-04 14:54:58,10.579,0.685,88.675,0.062,0,9616326656,60465922048,1419759616,59691868160,0,12288,0,2,10020,0,1,1,0,6048,12981,20,13,0,0,0
25-04 14:54:59,9.906,0.500,89.594,0,0,9682874368,60399374336,1419759616,59691868160,0,0,0,0,10938,294,0,0,0,6098,8345,20,13,0,0,0
25-04 14:55:00,10.690,0.590,88.720,0,0,9821569024,60260679680,1419759616,59691868160,0,0,0,0,9660,0,1,1,0,7123,7856,20,13,0,0,0
25-04 14:55:01,12.566,0.998,86.405,0.031,0,10084081664,59998150656,1419759616,59691884544,0,118784,0,21,11566,648,0,0,0,30917,7752,20,13,0,0,0
25-04 14:55:02,16.066,1.212,82.629,0.093,0,9954922496,60127297536,1419759616,59691896832,0,77824,0,7,8472,220,1,1,0,29824,11499,20,13,0,0,0
25-04 14:55:03,16.123,0.404,83.473,0,0,10090090496,59992121344,1419759616,59691905024,0,0,0,0,10388,230,0,0,0,19074,4898,20,13,0,0,0
25-04 14:55:04,15.922,0.962,83.116,0,0,10186366976,59895844864,1419759616,59691905024,0,0,0,0,9624,396,1,1,0,25615,7612,20,13,0,0,0
25-04 14:55:05,16.340,0.529,83.131,0,0,10136244224,59945951232,1419759616,59691921408,0,0,0,0,11580,108,0,0,0,26845,6316,20,13,0,0,0
25-04 14:55:06,16.636,0.776,82.557,0.031,0,10209480704,59872714752,1419759616,59691921408,0,24576,0,2,9794,216,1,1,0,16637,10902,20,13,0,0,0
25-04 14:55:07,16.122,1.079,82.799,0,0,10275991552,59806203904,1419759616,59691921408,0,0,0,0,8652,220,0,0,0,102099,4660,20,13,0,0,0
25-04 14:55:08,16.517,1.114,82.338,0.031,0,10317852672,59764342784,1419759616,59691921408,0,32768,0,2,10378,1578,1,1,0,82130,9289,20,13,0,0,0
25-04 14:55:09,16.342,1.019,82.638,0,0,10401075200,59681120256,1419759616,59691921408,0,0,0,0,8544,396,0,0,0,66965,6428,20,13,0,0,0
25-04 14:55:10,15.772,1.759,82.469,0,0,10468052992,59614142464,1419759616,59691921408,0,0,0,0,10920,0,1,1,0,133690,7646,20,13,0,0,0
25-04 14:55:11,16.426,1.015,82.528,0.031,0,10492088320,59590098944,1419767808,59691921408,0,16384,0,2,9100,394,0,0,0,105714,2893,20,13,0,0,0
25-04 14:55:12,16.297,1.386,82.317,0,0,10519375872,59562811392,1419767808,59691921408,0,0,0,0,9252,274,1,1,0,110170,7757,20,13,0,0,0
25-04 14:55:13,16.852,0.988,82.099,0.062,0,10537361408,59544825856,1419767808,59691921408,0,40960,0,2,9908,230,0,0,0,59145,12997,20,13,0,0,0
25-04 14:55:14,16.446,0.741,82.814,0,0,10557157376,59525029888,1419767808,59691921408,0,0,0,0,9204,396,1,1,0,58145,7086,20,13,0,0,0
25-04 14:55:15,16.168,1.111,82.721,0,0,10545889280,59536297984,1419767808,59691921408,0,0,0,0,8340,0,0,0,0,43010,10375,20,13,0,0,0
25-04 14:55:16,16.144,0.745,83.049,0.062,0,10551730176,59530457088,1419767808,59691917312,0,491520,0,5,12586,1644,1,1,0,49497,16860,20,13,0,0,0
25-04 14:55:17,16.393,1.302,82.306,0,0,10596573184,59485614080,1419767808,59691921408,0,0,0,0,8766,220,0,0,0,70560,10418,20,13,0,0,0
25-04 14:55:18,16.857,1.114,81.998,0.031,0,10641653760,59440529408,1419767808,59691921408,0,40960,0,2,13974,1578,1,1,0,74443,8814,20,13,0,0,0
25-04 14:55:19,16.131,1.174,82.695,0,0,10705498112,59376689152,1419767808,59691921408,0,0,0,0,9024,396,0,0,0,106007,5785,20,13,0,0,0
25-04 14:55:20,16.451,1.107,82.442,0,0,10760794112,59321393152,1419767808,59691921408,0,0,0,0,8580,0,1,1,0,75308,3792,20,13,0,0,0
25-04 14:55:21,16.903,1.201,81.835,0.062,0,10806894592,59275292672,1419767808,59691921408,0,16384,0,2,8980,394,0,0,0,79545,17530,20,13,0,0,0
25-04 14:55:22,16.554,0.769,82.677,0,0,10819842048,59262345216,1419767808,59691921408,0,0,0,0,8706,220,1,1,0,96330,5467,20,13,0,0,0
25-04 14:55:23,16.970,1.419,81.580,0.031,0,10817847296,59264339968,1419767808,59691921408,0,40960,0,2,11616,1874,0,0,0,62470,17683,20,13,0,0,0
25-04 14:55:24,16.744,0.646,82.610,0,0,10831642624,59250544640,1419767808,59691921408,0,0,0,0,11478,294,1,1,0,58527,6197,20,13,0,0,0
25-04 14:55:25,16.600,1.082,82.318,0,0,10870358016,59211829248,1419767808,59691921408,0,0,0,0,8700,0,0,0,0,103589,13592,20,13,0,0,0
25-04 14:55:26,15.846,1.908,82.215,0.031,0,10904100864,59178070016,1419767808,59691937792,0,28672,0,4,11224,132,1,1,0,179025,6147,20,13,0,0,0
25-04 14:55:27,16.075,0.895,83.030,0,0,10896355328,59185815552,1419767808,59691937792,0,0,0,0,9726,118,0,0,0,119548,8460,20,13,0,0,0
25-04 14:55:28,15.446,1.854,82.669,0.031,0,10876416000,59205705728,1419767808,59691982848,0,40960,0,2,11820,0,1,1,0,201125,14151,20,13,0,0,0
25-04 14:55:29,15.716,1.767,82.517,0,0,10813497344,59268624384,1419767808,59691982848,0,0,0,0,9384,396,0,0,0,132458,17346,20,13,0,0,0
25-04 14:55:30,16.424,0.713,82.863,0,0,10847891456,59234185216,1419767808,59692027904,0,0,0,0,10800,0,1,1,0,7463,9728,20,13,0,0,0
25-04 14:55:31,15.851,0.991,83.127,0.031,0,10807889920,59274133504,1419771904,59692072960,0,28672,0,2,8860,394,0,0,0,16414,14211,20,13,0,0,0
25-04 14:55:32,16.208,0.711,83.081,0,0,10785587200,59296391168,1419771904,59692118016,0,28672,0,7,12126,118,1,1,0,14337,15557,20,13,0,0,0
25-04 14:55:33,16.175,1.149,82.614,0.062,0,10762149888,59319767040,1419771904,59692179456,0,12288,0,2,8648,230,0,0,0,32352,28823,20,13,0,0,0
25-04 14:55:34,15.466,1.304,83.230,0,0,10776989696,59304837120,1419771904,59692269568,0,0,0,0,8784,396,1,1,0,31493,22674,20,13,0,0,0
25-04 14:55:35,15.861,0.960,83.178,0,0,10610765824,59470860288,1419771904,59692466176,0,0,0,0,8820,0,0,0,0,24260,12497,20,13,0,0,0
25-04 14:55:36,16.154,1.180,82.634,0.031,0,10328829952,59752628224,1419776000,59692625920,0,20480,0,2,10034,216,1,1,0,24281,25731,20,13,0,0,0
25-04 14:55:37,16.373,0.680,82.947,0,0,10274017280,59807232000,1419776000,59692830720,0,270336,0,59,10476,1804,0,0,0,20947,14610,20,13,0,0,0
25-04 14:55:38,16.388,0.804,82.746,0.062,0,10236370944,59844628480,1419776000,59693072384,0,12288,0,2,9840,0,1,1,0,36434,15492,20,13,0,0,0
25-04 14:55:39,15.726,0.931,83.344,0,0,10232819712,59847921664,1419776000,59693326336,0,0,0,0,9024,396,0,0,0,40264,24107,20,13,0,0,0
25-04 14:55:40,6.830,2.573,90.597,0,0,7871983616,62207905792,1419776000,59694174208,0,491520,0,2,326332,553754,1,1,0,64149,139441,20,13,0,0,0
25-04 14:55:41,1.942,0.783,97.244,0.031,0,7874019328,62205689856,1419776000,59694354432,0,94208,0,2,10720,394,0,0,0,9225,17413,20,13,0,0,0
25-04 14:55:42,0.282,0.251,99.405,0.063,0,7872978944,62206730240,1419776000,59694354432,0,2523136,0,28,10686,118,1,1,0,4372,7047,20,13,0,0,0
25-04 14:55:43,0.564,0.502,98.903,0.031,0,7872811008,62206898176,1419776000,59694354432,0,12288,0,2,8100,0,0,0,0,4575,9978,20,13,0,0,0
25-04 14:55:44,3.495,0.686,95.819,0,0,7923433472,62156275712,1419776000,59694354432,0,0,0,0,25641096,49072916,1,1,0,6221,14490,20,13,0,0,0
25-04 14:55:45,3.686,0.625,95.689,0,0,7960166400,62119542784,1419776000,59694354432,0,0,0,0,8700,0,0,0,0,5163,9688,20,13,0,0,0
25-04 14:55:46,3.471,0.313,96.154,0.063,0,7977918464,62101774336,1419776000,59694370816,0,53248,0,2,11284,132,1,1,0,4738,7068,20,13,0,0,0
25-04 14:55:47,12.859,0.811,86.330,0,0,8130736128,61948944384,1419776000,59694383104,0,0,0,0,11052,220,0,0,0,5085,7232,20,13,0,0,0
25-04 14:55:48,7.377,1.125,91.466,0.031,0,8246419456,61833109504,1419776000,59694534656,0,12288,0,2,7740,0,1,1,0,11572,22947,20,13,0,0,0
25-04 14:55:49,0.750,0.531,98.718,0,0,8244432896,61835096064,1419776000,59694534656,0,0,0,0,16841,3680,0,0,0,4473,7556,20,13,0,0,0
25-04 14:55:50,0.908,0.407,98.685,0,0,8244695040,61834833920,1419776000,59694534656,0,0,0,0,11408,230,1,1,0,4900,8752,20,13,0,0,0
25-04 14:55:51,0.313,0.376,99.249,0.063,0,8243007488,61836517376,1419780096,59694534656,0,20480,0,2,8884,132,0,0,0,4499,7131,20,13,0,0,0
25-04 14:55:52,0.845,1.001,98.154,0,0,8244269056,61835255808,1419780096,59694534656,0,0,0,0,9786,118,1,1,0,5093,15007,20,13,0,0,0
25-04 14:55:53,0.376,0.251,99.342,0.031,0,8242610176,61836914688,1419780096,59694534656,0,12288,0,2,9840,0,0,0,0,4406,7014,20,13,0,0,0
25-04 14:55:54,0.627,0.501,98.872,0,0,8242782208,61836742656,1419780096,59694534656,0,0,0,0,9318,294,1,1,0,4710,9902,20,13,0,0,0
25-04 14:55:55,0.407,0.500,99.093,0,0,8242888704,61836636160,1419780096,59694534656,0,0,0,0,9000,0,0,0,0,4466,7040,20,13,0,0,0
25-04 14:55:56,1.377,0.939,97.653,0.031,0,8242774016,61836742656,1419780096,59694542848,0,20480,0,2,10924,132,1,1,0,5505,14595,20,13,0,0,0
25-04 14:55:57,0.344,0.344,99.311,0,0,8242098176,61837418496,1419780096,59694542848,0,0,0,0,7986,118,0,0,0,4304,6989,20,13,0,0,0
25-04 14:55:58,0.594,0.407,98.937,0.063,0,8244060160,61835456512,1419780096,59694542848,0,12288,0,2,9420,0,1,1,0,4584,8489,20,13,0,0,0
25-04 14:55:59,1.378,0.783,97.838,0,0,8242184192,61837332480,1419780096,59694542848,0,0,0,0,9378,496,0,0,0,5581,12650,20,13,0,0,0
25-04 14:56:00,1.129,0.659,98.213,0,0,8267329536,61812187136,1419780096,59694542848,0,0,0,0,23873934,45737776,1,1,0,6265,10157,20,13,0,0,0
25-04 14:56:01,8.598,0.903,90.467,0.031,0,8457981952,61621526528,1419788288,59694542848,0,16384,0,2,156314358,299080448,0,0,0,8550,13667,20,13,0,0,0
25-04 14:56:02,12.624,0.840,86.536,0,0,8750247936,61329244160,1419788288,59694559232,0,0,0,0,141209817,270467134,1,1,0,7580,10459,20,13,0,0,0
25-04 14:56:03,13.611,1.057,85.301,0.031,0,8829935616,61249556480,1419788288,59694559232,0,12288,0,2,7860,0,0,0,0,5771,14355,20,13,0,0,0
25-04 14:56:04,14.699,0.561,84.740,0,0,8954806272,61124669440,1419788288,59694575616,0,0,0,0,9804,396,1,1,0,4904,5533,20,13,0,0,0
25-04 14:56:05,15.685,1.364,82.951,0,0,9144487936,60934987776,1419788288,59694575616,0,0,0,0,10200,0,0,0,0,4508,7871,20,13,0,0,0
25-04 14:56:06,13.344,1.711,84.883,0.062,0,9308372992,60770951168,1419788288,59694727168,0,20480,0,2,8824,132,1,1,0,79333,36515,20,13,0,0,0
25-04 14:56:07,11.242,1.087,87.671,0,0,9346621440,60732702720,1419788288,59694727168,0,0,0,0,9132,220,0,0,0,17998,13690,20,13,0,0,0
